source;target;weight
Boyle, Brian;Levesque, Roger C;3
Fei, Zhangjun;Sun, Honghe;5
He, Huiying;Wang, Yuexing;4
He, Huiying;Zheng, Xiaoming;3
He, Huiying;Xiong, Guosheng;2
He, Huiying;Zhou, Yongfeng;3
Leng, Yue;Wang, Yuexing;2
Leng, Yue;Zheng, Xiaoming;3
Leng, Yue;Zhou, Yongfeng;2
Cao, Xinglan;Wang, Yuexing;2
Cao, Xinglan;Zheng, Xiaoming;3
Cao, Xinglan;Zhou, Yongfeng;2
Wang, Yuexing;Zhu, Yiwang;2
Li, Xiaoxia;Wang, Yuexing;3
Li, Xiaoxia;Zheng, Xiaoming;3
Li, Xiaoxia;Xiong, Guosheng;2
Li, Xiaoxia;Zhou, Yongfeng;3
Wang, Yuexing;Yuan, Qiaoling;4
Yuan, Qiaoling;Zheng, Xiaoming;3
Xiong, Guosheng;Yuan, Qiaoling;2
Yuan, Qiaoling;Zhou, Yongfeng;3
Wang, Yuexing;Zhang, Bin;3
Zhang, Bin;Zheng, Xiaoming;3
Xiong, Guosheng;Zhang, Bin;2
Zhang, Bin;Zhou, Yongfeng;3
He, Wenchuang;Wang, Yuexing;2
He, Wenchuang;Zheng, Xiaoming;3
He, Wenchuang;Zhou, Yongfeng;2
Wang, Yuexing;Wei, Hua;2
Wei, Hua;Zheng, Xiaoming;3
Wei, Hua;Zhou, Yongfeng;2
Liu, Xiangpei;Wang, Yuexing;3
Liu, Xiangpei;Zheng, Xiaoming;3
Liu, Xiangpei;Xiong, Guosheng;2
Liu, Xiangpei;Zhou, Yongfeng;3
Wang, Yuexing;Xu, Qiang;2
Xu, Qiang;Zheng, Xiaoming;3
Xu, Qiang;Zhou, Yongfeng;2
Guo, Mingliang;Wang, Yuexing;2
Guo, Mingliang;Zheng, Xiaoming;3
Guo, Mingliang;Zhou, Yongfeng;2
Wang, Yuexing;Zhang, Hong;3
Zhang, Hong;Zheng, Xiaoming;3
Xiong, Guosheng;Zhang, Hong;2
Zhang, Hong;Zhou, Yongfeng;3
Wang, Yuexing;Yang, Longbo;2
Yang, Longbo;Zheng, Xiaoming;3
Yang, Longbo;Zhou, Yongfeng;2
Lv, Yang;Wang, Yuexing;3
Lv, Yang;Zheng, Xiaoming;3
Lv, Yang;Xiong, Guosheng;2
Lv, Yang;Zhou, Yongfeng;3
Wang, Xianmeng;Wang, Yuexing;2
Wang, Xianmeng;Zheng, Xiaoming;3
Wang, Xianmeng;Zhou, Yongfeng;2
Shi, Chuanlin;Wang, Yuexing;3
Shi, Chuanlin;Zheng, Xiaoming;3
Shi, Chuanlin;Zhou, Yongfeng;2
Wang, Yuexing;Zhang, Zhipeng;2
Zhang, Zhipeng;Zheng, Xiaoming;3
Zhang, Zhipeng;Zhou, Yongfeng;2
Chen, Wu;Wang, Yuexing;2
Chen, Wu;Zheng, Xiaoming;3
Chen, Wu;Zhou, Yongfeng;2
Wang, Yuexing;Zhang, Bintao;3
Zhang, Bintao;Zheng, Xiaoming;3
Xiong, Guosheng;Zhang, Bintao;2
Zhang, Bintao;Zhou, Yongfeng;3
Wang, Tianyi;Wang, Yuexing;3
Wang, Tianyi;Zheng, Xiaoming;3
Wang, Tianyi;Xiong, Guosheng;2
Wang, Tianyi;Zhou, Yongfeng;3
Wang, Yuexing;Yu, Xiaoman;4
Yu, Xiaoman;Zheng, Xiaoming;3
Xiong, Guosheng;Yu, Xiaoman;2
Yu, Xiaoman;Zhou, Yongfeng;3
Qian, Hongge;Wang, Yuexing;3
Qian, Hongge;Zheng, Xiaoming;3
Qian, Hongge;Zhou, Yongfeng;2
Wang, Yuexing;Zhang, Qianqian;2
Zhang, Qianqian;Zheng, Xiaoming;3
Zhang, Qianqian;Zhou, Yongfeng;2
Dai, Xiaofan;Wang, Yuexing;2
Dai, Xiaofan;Zheng, Xiaoming;3
Dai, Xiaofan;Zhou, Yongfeng;2
Liu, Congcong;Zheng, Xiaoming;2
Liu, Congcong;Zhou, Yongfeng;2
Cui, Yan;Wang, Yuexing;2
Cui, Yan;Zheng, Xiaoming;3
Cui, Yan;Zhou, Yongfeng;2
Wang, Yuexing;Zheng, Xiaoming;2
Wang, Yuexing;Xiong, Guosheng;2
Wang, Yuexing;Zhou, Yongfeng;2
Qian, Qian;Wang, Yuexing;4
Shang, Lianguang;Wang, Yuexing;4
Zheng, Xiaoming;Zhou, Yongfeng;2
Qian, Qian;Zheng, Xiaoming;3
Shang, Lianguang;Zheng, Xiaoming;3
Xiong, Guosheng;Zhou, Yongfeng;2
Qian, Qian;Xiong, Guosheng;2
Shang, Lianguang;Xiong, Guosheng;2
Qian, Qian;Zhou, Yongfeng;3
Shang, Lianguang;Zhou, Yongfeng;3
Schloter, Michael;Wang, Zhongjie;2
Horsfield, Samuel T;Tonkin-Hill, Gerry;2
Corander, Jukka;Horsfield, Samuel T;2
Gladstone, Rebecca A;Pöntinen, Anna K;2
Bentley, Stephen D;Pöntinen, Anna K;2
Pöntinen, Anna K;Tonkin-Hill, Gerry;2
Arredondo-Alonso, Sergio;Gladstone, Rebecca A;2
Arredondo-Alonso, Sergio;Bentley, Stephen D;2
Arredondo-Alonso, Sergio;Tonkin-Hill, Gerry;2
Bentley, Stephen D;Gladstone, Rebecca A;4
Croucher, Nicholas J;Gladstone, Rebecca A;2
Gladstone, Rebecca A;Lees, John A;3
Gladstone, Rebecca A;Tonkin-Hill, Gerry;3
Corander, Jukka;Gladstone, Rebecca A;3
Corander, Jukka;Willems, Rob J L;3
Bentley, Stephen D;Tonkin-Hill, Gerry;3
Bentley, Stephen D;Corander, Jukka;5
Croucher, Nicholas J;Tonkin-Hill, Gerry;2
Corander, Jukka;Croucher, Nicholas J;2
Corander, Jukka;Pensar, Johan;3
Lees, John A;Tonkin-Hill, Gerry;3
Corander, Jukka;Lees, John A;4
Corander, Jukka;Tonkin-Hill, Gerry;4
Brueggemann, Angela B;Jolley, Keith A;2
Jolley, Keith A;Maiden, Martin C J;5
Brueggemann, Angela B;Maiden, Martin C J;2
Harrison, Odile B;Maiden, Martin C J;3
Lui, Lauren M;Nielsen, Torben N;3
Lui, Lauren M;Thorgersen, Michael P;3
Hendrickson, Andrew J;Lui, Lauren M;2
Deutschbauer, Adam M;Lui, Lauren M;3
Arkin, Adam P;Lui, Lauren M;4
Adams, Michael W W;Lui, Lauren M;4
Fields, Matthew W;Lui, Lauren M;2
Chakraborty, Romy;Lui, Lauren M;4
Nielsen, Torben N;Thorgersen, Michael P;2
Hendrickson, Andrew J;Nielsen, Torben N;2
Deutschbauer, Adam M;Nielsen, Torben N;2
Arkin, Adam P;Nielsen, Torben N;3
Adams, Michael W W;Nielsen, Torben N;3
Chakraborty, Romy;Nielsen, Torben N;3
Fields, Matthew W;Thorgersen, Michael P;2
Chakraborty, Romy;Thorgersen, Michael P;3
Arkin, Adam P;Hendrickson, Andrew J;2
Adams, Michael W W;Hendrickson, Andrew J;2
Chakraborty, Romy;Hendrickson, Andrew J;2
Deutschbauer, Adam M;Fields, Matthew W;2
Chakraborty, Romy;Deutschbauer, Adam M;4
Arkin, Adam P;Fields, Matthew W;2
Arkin, Adam P;Chakraborty, Romy;5
Adams, Michael W W;Fields, Matthew W;2
Adams, Michael W W;Chakraborty, Romy;4
Chakraborty, Romy;Fields, Matthew W;2
Bhattacharya, Anupam;Mukherjee, Ashis K;2
Wang, Xiaowu;Wu, Jian;4
Cheng, Feng;Wang, Xiaowu;2
Bystritskaya, Evgeniya;Isaeva, Marina;2
Isaeva, Marina;Otstavnykh, Nadezhda;3
Lekota, Kgaugelo Edward;Magome, Thuto Gomolemo;2
Tagg, Kaitlin A;Webb, Hattie E;2
Basheer, Amina;Faheem, Muhammad;2
Neubauer, Heinrich;Seyboldt, Christian;3
Li, Heng;Marin, Maximillian;2
Farhat, Maha Reda;Li, Heng;2
Liu, Hongbo;Xiang, Ying;2
Liu, Hongbo;Zhu, Kunpeng;2
Liu, Hongbo;Min, Kaiyuan;2
Liu, Hongbo;Zhang, Yaowen;2
Liu, Hongbo;Liu, Jiangfeng;2
Liu, Hongbo;Liu, Kangkang;2
Han, Yiran;Liu, Hongbo;2
Li, Xinge;Liu, Hongbo;2
Du, Xinying;Liu, Hongbo;2
Liu, Hongbo;Wang, Xin;2
Huang, Ying;Liu, Hongbo;2
Li, Xinping;Liu, Hongbo;2
Liu, Hongbo;Peng, Yuqian;2
Liu, Hongbo;Yang, Chaojie;2
Li, Xiaoying;Liu, Hongbo;2
Liu, Hongbo;Wang, Hui;2
Liu, Hongbo;Wang, Chao;2
Liu, Hongbo;Wang, Qi;2
Jia, Huiqun;Liu, Hongbo;2
Liu, Hongbo;Yang, Mingjuan;2
Liu, Hongbo;Wang, Ligui;2
Liu, Hongbo;Wu, Yarong;2
Cui, Yujun;Liu, Hongbo;2
Chen, Fei;Liu, Hongbo;2
Liu, Hongbo;Yang, Haiyan;2
Baker, Stephen;Liu, Hongbo;2
Liu, Hongbo;Xu, Xuebin;2
Liu, Hongbo;Yang, Juntao;2
Liu, Hongbo;Song, Hongbin;2
Liu, Hongbo;Qiu, Shaofu;2
Qiu, Shaofu;Wang, Qi;2
Niemann, Stefan;Rigouts, Leen;2
Rigouts, Leen;de Jong, Bouke C;2
Meehan, Conor J;Rigouts, Leen;2
Niemann, Stefan;Utpatel, Christian;3
Niemann, Stefan;de Jong, Bouke C;2
Meehan, Conor J;Niemann, Stefan;2
Meehan, Conor J;de Jong, Bouke C;2
Davies, Mark R;Hayes, Andrew J;2
Biswas, Rhitam;Swetha, Rayapadi G;2
Basu, Soumya;Biswas, Rhitam;2
Biswas, Rhitam;Roy, Aditi;2
Biswas, Rhitam;Ramaiah, Sudha;2
Anbarasu, Anand;Biswas, Rhitam;2
Basu, Soumya;Swetha, Rayapadi G;3
Roy, Aditi;Swetha, Rayapadi G;2
Ramaiah, Sudha;Swetha, Rayapadi G;3
Anbarasu, Anand;Swetha, Rayapadi G;3
Basu, Soumya;Roy, Aditi;2
Basu, Soumya;Ramaiah, Sudha;3
Anbarasu, Anand;Basu, Soumya;3
Ramaiah, Sudha;Roy, Aditi;2
Anbarasu, Anand;Roy, Aditi;2
Anbarasu, Anand;Ramaiah, Sudha;3
Balboa, Sabela;Barcia-Cruz, Rubén;2
Barcia-Cruz, Rubén;Lema, Alberto;2
Barcia-Cruz, Rubén;Romalde, Jesús L;2
Balboa, Sabela;Lema, Alberto;2
Balboa, Sabela;Romalde, Jesús L;2
Lema, Alberto;Romalde, Jesús L;2
Han, Xue;Zhang, Yilin;2
He, Hang;Zhang, Yilin;2
Han, Xue;He, Hang;2
Heumos, Simon;Schmelzle, Jan-Niklas M;2
Heumos, Simon;Li, Jiajie;2
Heumos, Simon;Zhang, Zhiru;2
Guarracino, Andrea;Schmelzle, Jan-Niklas M;2
Guarracino, Andrea;Li, Jiajie;2
Guarracino, Andrea;Zhang, Zhiru;2
Li, Jiajie;Schmelzle, Jan-Niklas M;2
Schmelzle, Jan-Niklas M;Zhang, Zhiru;2
Hagmann, Jörg;Schmelzle, Jan-Niklas M;2
Nahnsen, Sven;Schmelzle, Jan-Niklas M;2
Li, Jiajie;Zhang, Zhiru;2
Hagmann, Jörg;Li, Jiajie;2
Li, Jiajie;Nahnsen, Sven;2
Li, Jiajie;Prins, Pjotr;2
Garrison, Erik;Li, Jiajie;2
Hagmann, Jörg;Zhang, Zhiru;2
Nahnsen, Sven;Zhang, Zhiru;2
Prins, Pjotr;Zhang, Zhiru;2
Garrison, Erik;Zhang, Zhiru;2
Wang, Wenxi;Xin, Mingming;2
Peng, Huiru;Wang, Wenxi;2
Wang, Wenxi;Yao, Yingyin;2
Liu, Jie;Wang, Wenxi;2
Ni, Zhongfu;Wang, Wenxi;2
Sun, Qixin;Wang, Wenxi;2
Guo, Weilong;Wang, Wenxi;2
Miao, Lingfeng;Wang, Zihao;2
Wang, Zihao;Yang, Zhengzhao;2
Wang, Zihao;Xie, Chaojie;2
Wang, Zihao;Xin, Mingming;2
Peng, Huiru;Wang, Zihao;3
Wang, Zihao;Yao, Yingyin;2
Liu, Jie;Wang, Zihao;2
Ni, Zhongfu;Wang, Zihao;3
Sun, Qixin;Wang, Zihao;3
Miao, Lingfeng;Yang, Zhengzhao;2
Miao, Lingfeng;Xie, Chaojie;2
Miao, Lingfeng;Xin, Mingming;2
Miao, Lingfeng;Peng, Huiru;2
Miao, Lingfeng;Yao, Yingyin;2
Liu, Jie;Miao, Lingfeng;2
Miao, Lingfeng;Ni, Zhongfu;2
Miao, Lingfeng;Sun, Qixin;2
Guo, Weilong;Miao, Lingfeng;2
Xie, Chaojie;Yang, Zhengzhao;2
Xin, Mingming;Yang, Zhengzhao;2
Peng, Huiru;Yang, Zhengzhao;2
Yang, Zhengzhao;Yao, Yingyin;2
Liu, Jie;Yang, Zhengzhao;2
Ni, Zhongfu;Yang, Zhengzhao;2
Sun, Qixin;Yang, Zhengzhao;2
Guo, Weilong;Yang, Zhengzhao;2
Xie, Chaojie;Xin, Mingming;2
Peng, Huiru;Xie, Chaojie;2
Xie, Chaojie;Yao, Yingyin;2
Liu, Jie;Xie, Chaojie;2
Ni, Zhongfu;Xie, Chaojie;2
Sun, Qixin;Xie, Chaojie;2
Guo, Weilong;Xie, Chaojie;2
Peng, Huiru;Xin, Mingming;3
Xin, Mingming;Yao, Yingyin;3
Liu, Jie;Xin, Mingming;3
Ni, Zhongfu;Xin, Mingming;3
Sun, Qixin;Xin, Mingming;3
Guo, Weilong;Xin, Mingming;3
Peng, Huiru;Yao, Yingyin;3
Liu, Jie;Peng, Huiru;3
Ni, Zhongfu;Peng, Huiru;4
Peng, Huiru;Sun, Qixin;4
Guo, Weilong;Peng, Huiru;4
Liu, Jie;Yao, Yingyin;3
Ni, Zhongfu;Yao, Yingyin;3
Sun, Qixin;Yao, Yingyin;3
Guo, Weilong;Yao, Yingyin;3
Liu, Jie;Ni, Zhongfu;3
Liu, Jie;Sun, Qixin;3
Guo, Weilong;Liu, Jie;3
Ni, Zhongfu;Sun, Qixin;4
Guo, Weilong;Ni, Zhongfu;4
Guo, Weilong;Sun, Qixin;4
Jiao, Jian;Zhang, Biliang;3
Zhang, Biliang;Zhang, Ziding;3
Tian, Chang-Fu;Zhang, Biliang;2
Jiao, Jian;Zhang, Ziding;3
Jiao, Jian;Tian, Chang-Fu;3
Tian, Chang-Fu;Zhang, Ziding;2
Ehrlich, Garth D;Socarras, Kayla M;2
Ahmed, Omar Y;Shivakumar, Vikram S;2
Kovaka, Sam;Shivakumar, Vikram S;2
Shivakumar, Vikram S;Zakeri, Mohsen;2
Kovaka, Sam;Zakeri, Mohsen;2
Petit, Robert A;Raghuram, Vishnu;2
Karol, Zach;Raghuram, Vishnu;2
Mehta, Rohan;Raghuram, Vishnu;2
Raghuram, Vishnu;Weissman, Daniel B;2
Raghuram, Vishnu;Read, Timothy D;4
Karol, Zach;Petit, Robert A;2
Mehta, Rohan;Petit, Robert A;2
Petit, Robert A;Weissman, Daniel B;2
Petit, Robert A;Read, Timothy D;4
Karol, Zach;Mehta, Rohan;2
Karol, Zach;Weissman, Daniel B;2
Karol, Zach;Read, Timothy D;2
Mehta, Rohan;Weissman, Daniel B;2
Mehta, Rohan;Read, Timothy D;2
Read, Timothy D;Weissman, Daniel B;2
Loomis, Luke R;Oles, Renee E;2
Hsu, Chia-Yun;Oles, Renee E;2
Oles, Renee E;Tribelhorn, Caitlin;2
Bryant, MacKenzie;Oles, Renee E;2
Carrow, Hannah C;Oles, Renee E;2
Oles, Renee E;Sandborn, William J;2
Oles, Renee E;Sivagnanam, Mamata;2
Oles, Renee E;Pride, David;2
Knight, Rob;Oles, Renee E;2
Chu, Hiutung;Oles, Renee E;2
Hsu, Chia-Yun;Loomis, Luke R;2
Loomis, Luke R;Tribelhorn, Caitlin;2
Bryant, MacKenzie;Loomis, Luke R;2
Carrow, Hannah C;Loomis, Luke R;2
Loomis, Luke R;Sandborn, William J;2
Loomis, Luke R;Sivagnanam, Mamata;2
Loomis, Luke R;Pride, David;2
Knight, Rob;Loomis, Luke R;2
Chu, Hiutung;Loomis, Luke R;2
Hsu, Chia-Yun;Tribelhorn, Caitlin;2
Bryant, MacKenzie;Hsu, Chia-Yun;2
Carrow, Hannah C;Hsu, Chia-Yun;2
Hsu, Chia-Yun;Sandborn, William J;2
Hsu, Chia-Yun;Sivagnanam, Mamata;2
Hsu, Chia-Yun;Pride, David;2
Hsu, Chia-Yun;Knight, Rob;2
Chu, Hiutung;Hsu, Chia-Yun;2
Bryant, MacKenzie;Tribelhorn, Caitlin;2
Carrow, Hannah C;Tribelhorn, Caitlin;2
Sandborn, William J;Tribelhorn, Caitlin;2
Sivagnanam, Mamata;Tribelhorn, Caitlin;2
Pride, David;Tribelhorn, Caitlin;2
Knight, Rob;Tribelhorn, Caitlin;2
Chu, Hiutung;Tribelhorn, Caitlin;2
Bryant, MacKenzie;Carrow, Hannah C;2
Bryant, MacKenzie;Sandborn, William J;2
Bryant, MacKenzie;Sivagnanam, Mamata;2
Bryant, MacKenzie;Pride, David;2
Bryant, MacKenzie;Knight, Rob;2
Bryant, MacKenzie;Chu, Hiutung;2
Carrow, Hannah C;Sandborn, William J;2
Carrow, Hannah C;Sivagnanam, Mamata;2
Carrow, Hannah C;Pride, David;2
Carrow, Hannah C;Knight, Rob;2
Carrow, Hannah C;Chu, Hiutung;2
Sandborn, William J;Sivagnanam, Mamata;2
Pride, David;Sandborn, William J;2
Knight, Rob;Sandborn, William J;2
Chu, Hiutung;Sandborn, William J;2
Pride, David;Sivagnanam, Mamata;2
Knight, Rob;Sivagnanam, Mamata;2
Chu, Hiutung;Sivagnanam, Mamata;2
Knight, Rob;Pride, David;2
Chu, Hiutung;Pride, David;2
Chu, Hiutung;Knight, Rob;2
Chac, Denise;Lypaczewski, Patrick;2
Dunmire, Chelsea N;Lypaczewski, Patrick;2
Lypaczewski, Patrick;Tandoc, Kristine M;2
Chowdhury, Fahima;Lypaczewski, Patrick;2
Harris, Jason B;Lypaczewski, Patrick;2
LaRocque, Regina C;Lypaczewski, Patrick;2
Calderwood, Stephen B;Lypaczewski, Patrick;2
Lypaczewski, Patrick;Ryan, Edward T;2
Lypaczewski, Patrick;Weil, Ana A;2
Chac, Denise;Dunmire, Chelsea N;2
Chac, Denise;Tandoc, Kristine M;2
Chac, Denise;Chowdhury, Fahima;2
Chac, Denise;Khan, Ashraful I;2
Chac, Denise;Harris, Jason B;2
Chac, Denise;LaRocque, Regina C;2
Calderwood, Stephen B;Chac, Denise;2
Chac, Denise;Ryan, Edward T;2
Chac, Denise;Qadri, Firdausi;2
Chac, Denise;Shapiro, B Jesse;2
Chac, Denise;Weil, Ana A;2
Dunmire, Chelsea N;Tandoc, Kristine M;2
Chowdhury, Fahima;Dunmire, Chelsea N;2
Dunmire, Chelsea N;Khan, Ashraful I;2
Dunmire, Chelsea N;Harris, Jason B;2
Dunmire, Chelsea N;LaRocque, Regina C;2
Calderwood, Stephen B;Dunmire, Chelsea N;2
Dunmire, Chelsea N;Ryan, Edward T;2
Dunmire, Chelsea N;Qadri, Firdausi;2
Dunmire, Chelsea N;Shapiro, B Jesse;2
Dunmire, Chelsea N;Weil, Ana A;2
Chowdhury, Fahima;Tandoc, Kristine M;2
Khan, Ashraful I;Tandoc, Kristine M;2
Harris, Jason B;Tandoc, Kristine M;2
LaRocque, Regina C;Tandoc, Kristine M;2
Calderwood, Stephen B;Tandoc, Kristine M;2
Ryan, Edward T;Tandoc, Kristine M;2
Qadri, Firdausi;Tandoc, Kristine M;2
Shapiro, B Jesse;Tandoc, Kristine M;2
Tandoc, Kristine M;Weil, Ana A;2
Chowdhury, Fahima;Khan, Ashraful I;2
Chowdhury, Fahima;Harris, Jason B;2
Chowdhury, Fahima;LaRocque, Regina C;2
Calderwood, Stephen B;Chowdhury, Fahima;2
Chowdhury, Fahima;Ryan, Edward T;2
Chowdhury, Fahima;Qadri, Firdausi;2
Chowdhury, Fahima;Shapiro, B Jesse;2
Chowdhury, Fahima;Weil, Ana A;2
Harris, Jason B;Khan, Ashraful I;2
Khan, Ashraful I;LaRocque, Regina C;2
Calderwood, Stephen B;Khan, Ashraful I;2
Khan, Ashraful I;Ryan, Edward T;2
Khan, Ashraful I;Weil, Ana A;2
Harris, Jason B;LaRocque, Regina C;2
Calderwood, Stephen B;Harris, Jason B;2
Harris, Jason B;Ryan, Edward T;2
Harris, Jason B;Qadri, Firdausi;2
Harris, Jason B;Shapiro, B Jesse;2
Harris, Jason B;Weil, Ana A;2
Calderwood, Stephen B;LaRocque, Regina C;2
LaRocque, Regina C;Ryan, Edward T;2
LaRocque, Regina C;Qadri, Firdausi;2
LaRocque, Regina C;Shapiro, B Jesse;2
LaRocque, Regina C;Weil, Ana A;2
Calderwood, Stephen B;Ryan, Edward T;2
Calderwood, Stephen B;Qadri, Firdausi;2
Calderwood, Stephen B;Shapiro, B Jesse;2
Calderwood, Stephen B;Weil, Ana A;2
Qadri, Firdausi;Ryan, Edward T;2
Ryan, Edward T;Shapiro, B Jesse;2
Ryan, Edward T;Weil, Ana A;2
Qadri, Firdausi;Weil, Ana A;2
Shapiro, B Jesse;Weil, Ana A;2
Kaur, Jaspreet;Kaur, Jasvinder;2
Kaur, Jasvinder;Lata, Pushp;2
Kaur, Jasvinder;Lal, Rup;2
Lal, Rup;Verma, Helianthous;2
Kaur, Jaspreet;Lata, Pushp;2
Kaur, Jaspreet;Lal, Rup;2
Lal, Rup;Lata, Pushp;2
Hu, Tongyuan;Lin, Xiaoqian;2
Lin, Xiaoqian;Wu, Zhinan;2
Lin, Xiaoqian;Liu, Xudong;2
Li, Wenxi;Lin, Xiaoqian;2
Liang, Hewei;Lin, Xiaoqian;2
Jin, Xin;Lin, Xiaoqian;2
Lin, Xiaoqian;Xiao, Liang;2
Lin, Xiaoqian;Zou, Yuanqiang;2
Hu, Tongyuan;Wu, Zhinan;2
Hu, Tongyuan;Liu, Xudong;2
Hu, Tongyuan;Li, Wenxi;2
Hu, Tongyuan;Liang, Hewei;2
Hu, Tongyuan;Jin, Xin;2
Hu, Tongyuan;Xiao, Liang;2
Hu, Tongyuan;Zou, Yuanqiang;2
Liu, Xudong;Wu, Zhinan;2
Li, Wenxi;Wu, Zhinan;2
Liang, Hewei;Wu, Zhinan;2
Jin, Xin;Wu, Zhinan;2
Wu, Zhinan;Xiao, Liang;2
Wu, Zhinan;Zou, Yuanqiang;2
Li, Wenxi;Liu, Xudong;2
Liang, Hewei;Liu, Xudong;2
Jin, Xin;Liu, Xudong;2
Liu, Xudong;Xiao, Liang;2
Liu, Xudong;Zou, Yuanqiang;2
Li, Wenxi;Liang, Hewei;2
Jin, Xin;Li, Wenxi;2
Li, Wenxi;Xiao, Liang;2
Li, Wenxi;Zou, Yuanqiang;2
Jin, Xin;Liang, Hewei;2
Liang, Hewei;Xiao, Liang;2
Liang, Hewei;Zou, Yuanqiang;2
Jin, Xin;Wang, Jian;2
Jin, Xin;Yang, Huanming;2
Jin, Xin;Kristiansen, Karsten;2
Jin, Xin;Xiao, Liang;2
Jin, Xin;Zou, Yuanqiang;2
Wang, Jian;Xu, Xun;5
Xu, Xun;Yang, Huanming;5
Kristiansen, Karsten;Xu, Xun;4
Xiao, Liang;Xu, Xun;2
Xu, Xun;Zou, Yuanqiang;2
Wang, Jian;Yang, Huanming;6
Kristiansen, Karsten;Wang, Jian;4
Wang, Jian;Xiao, Liang;2
Wang, Jian;Zou, Yuanqiang;2
Kristiansen, Karsten;Yang, Huanming;4
Xiao, Liang;Yang, Huanming;2
Yang, Huanming;Zou, Yuanqiang;2
Kristiansen, Karsten;Xiao, Liang;2
Kristiansen, Karsten;Zou, Yuanqiang;2
Xiao, Liang;Zou, Yuanqiang;3
Fernie, Alisdair R;Meng, Minghui;2
Meng, Minghui;Wen, Weiwei;2
Meng, Minghui;Usadel, Björn;2
Fernie, Alisdair R;Wen, Weiwei;2
Fernie, Alisdair R;Usadel, Björn;2
Usadel, Björn;Wen, Weiwei;2
Li, Jingyi;Wang, Kejun;2
Wang, Kejun;Zhang, Chenxi;2
Wang, Kejun;Yang, Lan;2
Scheben, Armin;Wang, Kejun;2
Jiang, Ruirui;Wang, Kejun;2
Sun, Guirong;Wang, Kejun;2
Tian, Yadong;Wang, Kejun;2
Kang, Xiangtao;Wang, Kejun;2
Hu, Haifei;Wang, Kejun;2
Li, Wenting;Wang, Kejun;2
Li, Jingyi;Zhang, Chenxi;2
Li, Jingyi;Yang, Lan;2
Li, Jingyi;Scheben, Armin;2
Jiang, Ruirui;Li, Jingyi;2
Li, Jingyi;Sun, Guirong;2
Li, Jingyi;Tian, Yadong;2
Kang, Xiangtao;Li, Jingyi;2
Hu, Haifei;Li, Jingyi;2
Li, Jingyi;Li, Wenting;2
Yang, Lan;Zhang, Chenxi;2
Scheben, Armin;Zhang, Chenxi;2
Jiang, Ruirui;Zhang, Chenxi;2
Sun, Guirong;Zhang, Chenxi;2
Tian, Yadong;Zhang, Chenxi;2
Kang, Xiangtao;Zhang, Chenxi;2
Hu, Haifei;Zhang, Chenxi;2
Li, Wenting;Zhang, Chenxi;2
Scheben, Armin;Yang, Lan;2
Jiang, Ruirui;Yang, Lan;2
Sun, Guirong;Yang, Lan;2
Tian, Yadong;Yang, Lan;2
Kang, Xiangtao;Yang, Lan;2
Hu, Haifei;Yang, Lan;2
Li, Wenting;Yang, Lan;2
Jiang, Ruirui;Scheben, Armin;2
Scheben, Armin;Sun, Guirong;2
Scheben, Armin;Tian, Yadong;2
Kang, Xiangtao;Scheben, Armin;2
Li, Wenting;Scheben, Armin;2
Jiang, Ruirui;Sun, Guirong;2
Jiang, Ruirui;Tian, Yadong;2
Jiang, Ruirui;Kang, Xiangtao;2
Hu, Haifei;Jiang, Ruirui;2
Jiang, Ruirui;Li, Wenting;2
Sun, Guirong;Tian, Yadong;2
Kang, Xiangtao;Sun, Guirong;2
Hu, Haifei;Sun, Guirong;2
Li, Wenting;Sun, Guirong;2
Kang, Xiangtao;Tian, Yadong;2
Hu, Haifei;Tian, Yadong;2
Li, Wenting;Tian, Yadong;2
Hu, Haifei;Kang, Xiangtao;2
Kang, Xiangtao;Li, Wenting;2
Hu, Haifei;Li, Wenting;2
Islam, Mohammad Mazharul;Kolling, Glynis L;2
Glass, Emma M;Islam, Mohammad Mazharul;2
Goldberg, Joanna B;Islam, Mohammad Mazharul;2
Islam, Mohammad Mazharul;Papin, Jason A;2
Glass, Emma M;Kolling, Glynis L;2
Goldberg, Joanna B;Kolling, Glynis L;2
Kolling, Glynis L;Papin, Jason A;2
Glass, Emma M;Goldberg, Joanna B;2
Glass, Emma M;Papin, Jason A;3
Goldberg, Joanna B;Papin, Jason A;2
Clark, Justin R;Xing, Yikun;2
Clark, Justin R;Vaughan, Ellen E;2
Clark, Justin R;Maresso, Anthony W;2
Vaughan, Ellen E;Xing, Yikun;2
Maresso, Anthony W;Xing, Yikun;2
Maresso, Anthony W;Vaughan, Ellen E;2
Schulz, Tizian;Stoye, Jens;3
Xu, Lian;Zhao, Yang;2
Sun, Ji-Quan;Zhao, Yang;2
Sun, Ji-Quan;Xu, Lian;2
Garg, Vanika;Khan, Aamir W;4
Khan, Aamir W;Sun, Shuai;3
Gupta, Saurabh;Khan, Aamir W;2
Dudchenko, Olga;Khan, Aamir W;2
Khan, Aamir W;Roorkiwal, Manish;4
Chitikineni, Annapurna;Khan, Aamir W;3
Bayer, Philipp E;Khan, Aamir W;3
Khan, Aamir W;Shi, Chengcheng;2
Khan, Aamir W;Upadhyaya, Hari D;3
Bohra, Abhishek;Khan, Aamir W;2
Bharadwaj, Chellapilla;Khan, Aamir W;3
Khan, Aamir W;Mir, Reyazul Rouf;2
Baruch, Kobi;Khan, Aamir W;2
