source;target;weight
Cao Xinglan;Li Xiaoxia;4
Cao Xinglan;Zhang Bintao;4
Cao Xinglan;Zhang Hong;4
Cao Xinglan;Leng Yue;4
Cao Xinglan;Zhang Zhipeng;4
Cao Xinglan;Dai Xiaofan;4
Cao Xinglan;Guo Mingliang;4
Cao Xinglan;Qian Qian;4
Cao Xinglan;Shang Lianguang;4
Cui Yan;Zhang Bin;4
Chen Wu;Cui Yan;4
Cui Yan;He Huiying;4
Cui Yan;Wang Xianmeng;4
Cui Yan;Liu Congcong;3
Cui Yan;Shi Chuanlin;4
Cui Yan;Liu Xiangpei;4
Cui Yan;Xu Qiang;4
Cui Yan;Yuan Qiaoling;4
Cui Yan;Yu Xiaoman;4
Cui Yan;Qian Hongge;4
Cui Yan;Li Xiaoxia;4
Cui Yan;Zhang Bintao;4
Cui Yan;Zhang Hong;4
Cui Yan;Leng Yue;4
Cui Yan;Zhang Zhipeng;4
Cui Yan;Dai Xiaofan;4
Cui Yan;Guo Mingliang;4
Cui Yan;Qian Qian;4
Cui Yan;Shang Lianguang;4
Chen Wu;Zhang Bin;4
He Huiying;Zhang Bin;5
Wang Xianmeng;Zhang Bin;4
Liu Congcong;Zhang Bin;3
Shi Chuanlin;Zhang Bin;4
Liu Xiangpei;Zhang Bin;5
Xu Qiang;Zhang Bin;4
Yuan Qiaoling;Zhang Bin;5
Yu Xiaoman;Zhang Bin;5
Qian Hongge;Zhang Bin;4
Li Xiaoxia;Zhang Bin;5
Zhang Bin;Zhang Bintao;5
Zhang Bin;Zhang Hong;5
Leng Yue;Zhang Bin;4
Zhang Bin;Zhang Zhipeng;4
Dai Xiaofan;Zhang Bin;4
Guo Mingliang;Zhang Bin;4
Qian Qian;Zhang Bin;5
Shang Lianguang;Zhang Bin;5
Chen Wu;He Huiying;4
Chen Wu;Wang Xianmeng;4
Chen Wu;Liu Congcong;3
Chen Wu;Shi Chuanlin;4
Chen Wu;Liu Xiangpei;4
Chen Wu;Xu Qiang;4
Chen Wu;Yuan Qiaoling;4
Chen Wu;Yu Xiaoman;4
Chen Wu;Qian Hongge;4
Chen Wu;Li Xiaoxia;4
Chen Wu;Zhang Bintao;4
Chen Wu;Zhang Hong;4
Chen Wu;Leng Yue;4
Chen Wu;Zhang Zhipeng;4
Chen Wu;Dai Xiaofan;4
Chen Wu;Guo Mingliang;4
Chen Wu;Qian Qian;4
Chen Wu;Shang Lianguang;4
He Huiying;Wang Xianmeng;4
He Huiying;Liu Congcong;3
He Huiying;Shi Chuanlin;5
He Huiying;Liu Xiangpei;5
He Huiying;Xu Qiang;4
He Huiying;Yuan Qiaoling;6
He Huiying;Yu Xiaoman;6
He Huiying;Qian Hongge;5
He Huiying;Li Xiaoxia;5
He Huiying;Zhang Bintao;5
He Huiying;Zhang Hong;5
He Huiying;Leng Yue;4
He Huiying;Zhang Zhipeng;4
Dai Xiaofan;He Huiying;4
Guo Mingliang;He Huiying;4
He Huiying;Qian Qian;6
He Huiying;Shang Lianguang;6
Liu Congcong;Wang Xianmeng;3
Shi Chuanlin;Wang Xianmeng;4
Liu Xiangpei;Wang Xianmeng;4
Wang Xianmeng;Xu Qiang;4
Wang Xianmeng;Yuan Qiaoling;4
Wang Xianmeng;Yu Xiaoman;4
Qian Hongge;Wang Xianmeng;4
Li Xiaoxia;Wang Xianmeng;4
Wang Xianmeng;Zhang Bintao;4
Wang Xianmeng;Zhang Hong;4
Leng Yue;Wang Xianmeng;4
Wang Xianmeng;Zhang Zhipeng;4
Dai Xiaofan;Wang Xianmeng;4
Guo Mingliang;Wang Xianmeng;4
Qian Qian;Wang Xianmeng;4
Shang Lianguang;Wang Xianmeng;4
Liu Congcong;Shi Chuanlin;3
Liu Congcong;Liu Xiangpei;3
Liu Congcong;Xu Qiang;3
Liu Congcong;Yuan Qiaoling;3
Liu Congcong;Yu Xiaoman;3
Liu Congcong;Qian Hongge;3
Li Xiaoxia;Liu Congcong;3
Liu Congcong;Zhang Bintao;3
Liu Congcong;Zhang Hong;3
Leng Yue;Liu Congcong;3
Liu Congcong;Zhang Zhipeng;3
Dai Xiaofan;Liu Congcong;3
Guo Mingliang;Liu Congcong;3
Liu Congcong;Qian Qian;3
Liu Congcong;Shang Lianguang;3
Liu Xiangpei;Shi Chuanlin;4
Shi Chuanlin;Xu Qiang;4
Shi Chuanlin;Yuan Qiaoling;5
Shi Chuanlin;Yu Xiaoman;5
Qian Hongge;Shi Chuanlin;5
Li Xiaoxia;Shi Chuanlin;4
Shi Chuanlin;Zhang Bintao;4
Shi Chuanlin;Zhang Hong;4
Leng Yue;Shi Chuanlin;4
Shi Chuanlin;Zhang Zhipeng;4
Dai Xiaofan;Shi Chuanlin;4
Guo Mingliang;Shi Chuanlin;4
Qian Qian;Shi Chuanlin;5
Shang Lianguang;Shi Chuanlin;5
Liu Xiangpei;Xu Qiang;4
Liu Xiangpei;Yuan Qiaoling;5
Liu Xiangpei;Yu Xiaoman;5
Liu Xiangpei;Qian Hongge;4
Li Xiaoxia;Liu Xiangpei;5
Liu Xiangpei;Zhang Bintao;5
Liu Xiangpei;Zhang Hong;5
Leng Yue;Liu Xiangpei;4
Liu Xiangpei;Zhang Zhipeng;4
Dai Xiaofan;Liu Xiangpei;4
Guo Mingliang;Liu Xiangpei;4
Liu Xiangpei;Qian Qian;5
Liu Xiangpei;Shang Lianguang;5
Xu Qiang;Yuan Qiaoling;4
Xu Qiang;Yu Xiaoman;4
Qian Hongge;Xu Qiang;4
Li Xiaoxia;Xu Qiang;4
Xu Qiang;Zhang Bintao;4
Xu Qiang;Zhang Hong;4
Leng Yue;Xu Qiang;4
Xu Qiang;Zhang Zhipeng;4
Dai Xiaofan;Xu Qiang;4
Guo Mingliang;Xu Qiang;4
Qian Qian;Xu Qiang;4
Shang Lianguang;Xu Qiang;4
Yu Xiaoman;Yuan Qiaoling;6
Qian Hongge;Yuan Qiaoling;5
Li Xiaoxia;Yuan Qiaoling;5
Yuan Qiaoling;Zhang Bintao;5
Yuan Qiaoling;Zhang Hong;5
Leng Yue;Yuan Qiaoling;4
Yuan Qiaoling;Zhang Zhipeng;4
Dai Xiaofan;Yuan Qiaoling;4
Guo Mingliang;Yuan Qiaoling;4
Qian Qian;Yuan Qiaoling;6
Shang Lianguang;Yuan Qiaoling;6
Qian Hongge;Yu Xiaoman;5
Li Xiaoxia;Yu Xiaoman;5
Yu Xiaoman;Zhang Bintao;5
Yu Xiaoman;Zhang Hong;5
Leng Yue;Yu Xiaoman;4
Yu Xiaoman;Zhang Zhipeng;4
Dai Xiaofan;Yu Xiaoman;4
Guo Mingliang;Yu Xiaoman;4
Qian Qian;Yu Xiaoman;7
Shang Lianguang;Yu Xiaoman;7
Li Xiaoxia;Qian Hongge;4
Qian Hongge;Zhang Bintao;4
Qian Hongge;Zhang Hong;4
Leng Yue;Qian Hongge;4
Qian Hongge;Zhang Zhipeng;4
Dai Xiaofan;Qian Hongge;4
Guo Mingliang;Qian Hongge;4
Qian Hongge;Qian Qian;5
Qian Hongge;Shang Lianguang;5
Li Xiaoxia;Zhang Bintao;5
Li Xiaoxia;Zhang Hong;5
Leng Yue;Li Xiaoxia;4
Li Xiaoxia;Zhang Zhipeng;4
Dai Xiaofan;Li Xiaoxia;4
Guo Mingliang;Li Xiaoxia;4
Li Xiaoxia;Qian Qian;5
Li Xiaoxia;Shang Lianguang;5
Zhang Bintao;Zhang Hong;5
Leng Yue;Zhang Bintao;4
Zhang Bintao;Zhang Zhipeng;4
Dai Xiaofan;Zhang Bintao;4
Guo Mingliang;Zhang Bintao;4
Qian Qian;Zhang Bintao;5
Shang Lianguang;Zhang Bintao;5
Leng Yue;Zhang Hong;4
Zhang Hong;Zhang Zhipeng;4
Dai Xiaofan;Zhang Hong;4
Guo Mingliang;Zhang Hong;4
Qian Qian;Zhang Hong;5
Shang Lianguang;Zhang Hong;5
Leng Yue;Zhang Zhipeng;4
Dai Xiaofan;Leng Yue;4
Guo Mingliang;Leng Yue;4
Leng Yue;Qian Qian;4
Leng Yue;Shang Lianguang;4
Dai Xiaofan;Zhang Zhipeng;4
Guo Mingliang;Zhang Zhipeng;4
Qian Qian;Zhang Zhipeng;4
Shang Lianguang;Zhang Zhipeng;4
Dai Xiaofan;Guo Mingliang;4
Dai Xiaofan;Qian Qian;4
Dai Xiaofan;Shang Lianguang;4
Guo Mingliang;Qian Qian;4
Guo Mingliang;Shang Lianguang;4
Qian Qian;Shang Lianguang;8
Azevedo Vasco;Rodrigues Diego Lucas Neres;3
Azevedo Vasco;Brenig Bertram;5
Azevedo Vasco;Soares Siomar;3
Kema Gert H J;van Westerhoven Anouk C;3
Seidl Michael F;van Westerhoven Anouk C;3
Kema Gert H J;Seidl Michael F;3
Bystritskaya Evgenia;Nedashkovskaya Olga;3
Nedashkovskaya Olga;Zhukova Natalia;3
Isaeva Marina;Nedashkovskaya Olga;4
Bystritskaya Evgenia;Zhukova Natalia;3
Bystritskaya Evgenia;Isaeva Marina;3
Isaeva Marina;Zhukova Natalia;3
Pan Yuchun;Wang Qishan;3
Fatima Kinza;Tahir Ul Qamar Muhammad;5
Rao Muhammad Junaid;Tahir Ul Qamar Muhammad;3
Chen Ling-Ling;Tahir Ul Qamar Muhammad;5
Fatima Kinza;Rao Muhammad Junaid;3
Fatima Kinza;Sadaqat Muhammad;4
Rao Muhammad Junaid;Sadaqat Muhammad;3
Guarracino Andrea;Villani Flavia;6
Chen Hao;Guarracino Andrea;5
Guarracino Andrea;Pravenec Michal;3
Guarracino Andrea;Prins Pjotr;11
Guarracino Andrea;Williams Robert W;5
Chen Hao;Villani Flavia;5
Pravenec Michal;Villani Flavia;3
Prins Pjotr;Villani Flavia;6
Villani Flavia;Williams Robert W;5
Chen Hao;Pravenec Michal;3
Chen Hao;Prins Pjotr;5
Chen Hao;Williams Robert W;5
Pravenec Michal;Prins Pjotr;3
Pravenec Michal;Williams Robert W;3
Prins Pjotr;Williams Robert W;5
Devillers Hugo;Neuvéglise Cécile;3
Bourque Guillaume;Groza Cristian;5
Sedlazeck Fritz J;Wagner Justin;3
Wagner Justin;Zook Justin M;5
Sedlazeck Fritz J;Zook Justin M;3
Chen Liyang;Jiao Chengzhi;3
Kumari Kiran;Sharma Parva Kumar;4
Kumari Kiran;Singh Rajnish Prakash;5
Sharma Parva Kumar;Singh Rajnish Prakash;4
Kong Xiang-Dong;Wang Xu;4
Kong Xiang-Dong;Sun Yang;5
Ahmed Omar Y;Langmead Ben;9
Ahmed Omar Y;Gagie Travis;4
Jenike Katharine M;Schatz Michael C;4
Horsfield Samuel T;Lees John A;5
Croucher Nicholas J;Horsfield Samuel T;3
Croucher Nicholas J;Lees John A;5
Garrison Erik;Villani Flavia;6
Colonna Vincenza;Villani Flavia;6
Garrison Erik;Guarracino Andrea;18
Colonna Vincenza;Guarracino Andrea;6
Garrison Erik;Prins Pjotr;12
Colonna Vincenza;Prins Pjotr;5
Garrison Erik;Williams Robert W;4
Chen Hao;Garrison Erik;4
Colonna Vincenza;Garrison Erik;7
Colonna Vincenza;Williams Robert W;4
Chen Hao;Colonna Vincenza;4
Johnston Christopher D;Jones Dakota S;4
Ahmed Omar Y;Brown Nathaniel K;4
Ahmed Omar Y;Kovaka Sam;4
Kovaka Sam;Schatz Michael C;3
Kovaka Sam;Langmead Ben;5
Langmead Ben;Schatz Michael C;3
Miga Karen H;Monlong Jean;3
Miga Karen H;Paten Benedict;6
Garrison Erik;Li Heng;3
Guarracino Andrea;Li Heng;3
Kim Eiseul;Park Si Hong;3
Jarvis Erich D;Secomandi Simona;3
Bonisoli-Alquati Andrea;Secomandi Simona;3
Gianfranceschi Luca;Secomandi Simona;3
Formenti Giulio;Secomandi Simona;3
Bonisoli-Alquati Andrea;Jarvis Erich D;3
Gianfranceschi Luca;Jarvis Erich D;3
Formenti Giulio;Jarvis Erich D;6
Bonisoli-Alquati Andrea;Gianfranceschi Luca;3
Bonisoli-Alquati Andrea;Formenti Giulio;3
Formenti Giulio;Gianfranceschi Luca;3
Hoque M Nazmul;Hossain M Anwar;3
Haro-Moreno Jose M;López-Pérez Mario;4
Haro-Moreno Jose M;Rodriguez-Valera Francisco;4
López-Pérez Mario;Molina-Pardines Carmen;3
López-Pérez Mario;Rodriguez-Valera Francisco;7
Bach Evelise;Passaglia Luciane Maria Pereira;4
Fiebig Anne;Schreiber Miriam;4
Haberer Georg;Schreiber Miriam;3
Himmelbach Axel;Schreiber Miriam;4
Jayakodi Murukarthick;Schreiber Miriam;3
Kamal Nadia;Schreiber Miriam;3
Langridge Peter;Schreiber Miriam;3
Li Chengdao;Schreiber Miriam;3
Lux Thomas;Schreiber Miriam;3
Mascher Martin;Schreiber Miriam;3
Mayer Klaus F X;Schreiber Miriam;3
Muehlbauer Gary J;Schreiber Miriam;3
Padmarasu Sudharsan;Schreiber Miriam;3
Sato Kazuhiro;Schreiber Miriam;3
Scholz Uwe;Schreiber Miriam;3
Schreiber Miriam;Stein Nils;4
Schreiber Miriam;Wang Penghao;3
Schreiber Miriam;Zhang Xiao-Qi;3
Schreiber Miriam;Spannagl Manuel;3
Schreiber Miriam;Waugh Robbie;4
Fiebig Anne;Langridge Peter;3
Fiebig Anne;Muehlbauer Gary J;3
Fiebig Anne;Padmarasu Sudharsan;3
Fiebig Anne;Sato Kazuhiro;3
Fiebig Anne;Scholz Uwe;3
Fiebig Anne;Waugh Robbie;4
Haberer Georg;Langridge Peter;3
Haberer Georg;Padmarasu Sudharsan;3
Haberer Georg;Sato Kazuhiro;5
Haberer Georg;Scholz Uwe;3
Haberer Georg;Waugh Robbie;3
Himmelbach Axel;Langridge Peter;3
Himmelbach Axel;Muehlbauer Gary J;3
Himmelbach Axel;Padmarasu Sudharsan;3
Himmelbach Axel;Sato Kazuhiro;5
Himmelbach Axel;Scholz Uwe;3
Himmelbach Axel;Waugh Robbie;4
Jayakodi Murukarthick;Kamal Nadia;4
Jayakodi Murukarthick;Langridge Peter;3
Jayakodi Murukarthick;Li Chengdao;3
Jayakodi Murukarthick;Padmarasu Sudharsan;3
Jayakodi Murukarthick;Sato Kazuhiro;3
Jayakodi Murukarthick;Scholz Uwe;3
Jayakodi Murukarthick;Wang Penghao;3
Jayakodi Murukarthick;Zhang Xiao-Qi;3
Jayakodi Murukarthick;Waugh Robbie;3
Kamal Nadia;Langridge Peter;3
Kamal Nadia;Padmarasu Sudharsan;3
Kamal Nadia;Sato Kazuhiro;3
Kamal Nadia;Scholz Uwe;3
Kamal Nadia;Waugh Robbie;3
Langridge Peter;Li Chengdao;3
Langridge Peter;Lux Thomas;3
Langridge Peter;Mascher Martin;3
Langridge Peter;Mayer Klaus F X;3
Langridge Peter;Padmarasu Sudharsan;3
Langridge Peter;Sato Kazuhiro;3
Langridge Peter;Scholz Uwe;3
Langridge Peter;Stein Nils;3
Langridge Peter;Wang Penghao;3
Langridge Peter;Zhang Xiao-Qi;3
Langridge Peter;Spannagl Manuel;3
Langridge Peter;Waugh Robbie;3
Li Chengdao;Padmarasu Sudharsan;3
Li Chengdao;Sato Kazuhiro;3
Li Chengdao;Scholz Uwe;3
Li Chengdao;Waugh Robbie;3
Lux Thomas;Muehlbauer Gary J;3
Lux Thomas;Padmarasu Sudharsan;3
Lux Thomas;Sato Kazuhiro;4
Lux Thomas;Scholz Uwe;4
Lux Thomas;Waugh Robbie;3
Mascher Martin;Muehlbauer Gary J;3
Mascher Martin;Padmarasu Sudharsan;3
Mascher Martin;Sato Kazuhiro;5
Mascher Martin;Scholz Uwe;4
Mascher Martin;Waugh Robbie;3
Mayer Klaus F X;Padmarasu Sudharsan;3
Mayer Klaus F X;Sato Kazuhiro;3
Mayer Klaus F X;Scholz Uwe;4
Mayer Klaus F X;Waugh Robbie;3
Muehlbauer Gary J;Stein Nils;4
Muehlbauer Gary J;Spannagl Manuel;3
Muehlbauer Gary J;Waugh Robbie;3
Padmarasu Sudharsan;Sato Kazuhiro;3
Padmarasu Sudharsan;Scholz Uwe;3
Padmarasu Sudharsan;Stein Nils;4
Padmarasu Sudharsan;Wang Penghao;3
Padmarasu Sudharsan;Zhang Xiao-Qi;3
Padmarasu Sudharsan;Spannagl Manuel;3
Padmarasu Sudharsan;Waugh Robbie;3
Sato Kazuhiro;Scholz Uwe;3
Sato Kazuhiro;Stein Nils;5
Sato Kazuhiro;Wang Penghao;3
Sato Kazuhiro;Zhang Xiao-Qi;3
Sato Kazuhiro;Spannagl Manuel;5
Sato Kazuhiro;Waugh Robbie;3
Scholz Uwe;Stein Nils;4
Scholz Uwe;Wang Penghao;3
Scholz Uwe;Zhang Xiao-Qi;3
Scholz Uwe;Spannagl Manuel;4
Scholz Uwe;Waugh Robbie;3
Stein Nils;Waugh Robbie;4
Wang Penghao;Waugh Robbie;3
Waugh Robbie;Zhang Xiao-Qi;3
Spannagl Manuel;Waugh Robbie;3
Rathore Abhishek;Ruperao Pradeep;3
Jiao Du;Yu Yingyan;3
Dong Xiaorui;Yu Yingyan;3
Wei Chaochun;Yu Yingyan;5
Bao Zhigui;Cheng Lin;3
Cheng Lin;Huang Sanwen;3
Bao Zhigui;Guarracino Andrea;3
Bao Zhigui;Garrison Erik;3
Bao Zhigui;Huang Sanwen;4
Huang Sanwen;Lian Qun;3
Huang Sanwen;Zhou Yongfeng;3
Hu Hai;Tong Xiaoling;3
Hu Hai;Lu Cheng;3
Dai Fangyin;Hu Hai;3
Lu Cheng;Tong Xiaoling;4
Dai Fangyin;Tong Xiaoling;4
Dai Fangyin;Lu Cheng;4
Ghodhbane-Gtari Faten;Gtari Maher;3
Mohite Omkar S;Weber Tilmann;3
Mohite Omkar S;Palsson Bernhard O;4
Palsson Bernhard O;Phaneuf Patrick V;3
Palsson Bernhard O;Weber Tilmann;3
Miao Zepu;Yue Jia-Xing;3
Du Yuhui;Yin Zhiqiu;7
Passarelli-Araujo Hemanoel;Venancio Thiago M;4
Kantachote Duangporn;Wonglapsuwan Monwadee;4
Kantachote Duangporn;Surachat Komwit;4
Balabanova Larissa;Tekutyeva Liudmila;3
Hari Ananth;Zhou Qinghui;4
Ford Michael K B;Zhou Qinghui;4
Sahinalp S Cenk;Zhou Qinghui;4
Numanagić Ibrahim;Zhou Qinghui;4
Ford Michael K B;Hari Ananth;4
Hari Ananth;Sahinalp S Cenk;4
Hari Ananth;Numanagić Ibrahim;4
Ford Michael K B;Sahinalp S Cenk;4
Ford Michael K B;Numanagić Ibrahim;4
Numanagić Ibrahim;Sahinalp S Cenk;4
Ahmed Omar Y;Zakeri Mohsen;4
Jonkheer Eef M;de Haan Jorn R;3
Berke Lidija;Jonkheer Eef M;3
de Haan Jorn R;de Ridder Dick;3
Berke Lidija;de Ridder Dick;3
de Haan Jorn R;van der Lee Theo A J;3
Berke Lidija;van der Lee Theo A J;3
Berke Lidija;de Haan Jorn R;3
Smit Sandra;de Haan Jorn R;3
Berke Lidija;Smit Sandra;3
Gomes Donald James;Islam Md Rafiul;3
Gomes Donald James;Mondol Spencer Mark;3
Amiruzzaman;Gomes Donald James;3
Gomes Donald James;Rahaman Md Mizanur;3
Batley Jacqueline;Hu Haifei;4
Batley Jacqueline;Zhao Junliang;3
Edwards David;Zhao Junliang;5
Batley Jacqueline;Thomas William J W;7
Edwards David;Thomas William J W;7
Hyun Jason C;Palsson Bernhard O;4
Monk Jonathan M;Palsson Bernhard O;8
Abrouk Michael;Krattinger Simon G;3
Leonard Alexander S;Pausch Hubert;6
Jabeen Ishrat;Shuvo Sabbir R;3
Pérez-Pulido Antonio J;Rubio Alejandro;4
Kantor Ella Joy H;Robicheau Brent M;3
Kantor Ella Joy H;Tolman Jennifer;3
Kantor Ella Joy H;LaRoche Julie;3
Robicheau Brent M;Tolman Jennifer;3
LaRoche Julie;Tolman Jennifer;3
Kan Biao;Li Zhenpeng;3
Bian Peipei;Jiang Yu;3
Bian Peipei;Wang Xihong;3
Gong Mian;Yang Qimeng;4
Gong Mian;Li Ran;4
Gong Mian;Jiang Yu;5
Gong Mian;Wang Xihong;3
Cai Yudong;Li Ran;4
Cai Yudong;Jiang Yu;4
Cai Yudong;Wang Xihong;4
Li Ran;Yang Qimeng;3
Jiang Yu;Yang Qimeng;4
Wang Xihong;Yang Qimeng;3
Jiang Yu;Li Ran;6
Li Ran;Wang Xihong;5
Jiang Yu;Wang Xihong;6
Ciccolella Simone;Della Vedova Gianluca;3
Bonizzoni Paola;Ciccolella Simone;3
Ciccolella Simone;Denti Luca;3
Bonizzoni Paola;Della Vedova Gianluca;4
Della Vedova Gianluca;Denti Luca;3
Bonizzoni Paola;Denti Luca;3
Batley Jacqueline;Bayer Philipp E;22
Bayer Philipp E;Parkin Isobel A P;3
Batley Jacqueline;Parkin Isobel A P;3
Edwards David;Parkin Isobel A P;3
Matlock William;Shaw Liam P;3
Matlock William;Stoesser Nicole;3
Shaw Liam P;Stoesser Nicole;4
Hane James K;Tan Kar-Chun;3
Parmigiani Luca;Stoye Jens;3
Garrison Erik;Marschall Tobias;6
Doerr Daniel;Garrison Erik;3
Doerr Daniel;Marschall Tobias;3
De Filippis Francesca;Pasolli Edoardo;3
De Filippis Francesca;Ercolini Danilo;4
Ercolini Danilo;Pasolli Edoardo;3
Aziz Tariq;Naveed Muhammad;3
Wang Zihao;Xie Xiaoming;3
Guo Weilong;Xie Xiaoming;3
Guo Weilong;Wang Zihao;4
Martinez Jose Gonzalez;Mudge Jonathan M;3
Hunt Toby;Mudge Jonathan M;4
Loveland Jane E;Mudge Jonathan M;4
Barnes If;Mudge Jonathan M;4
Bennett Ruth;Mudge Jonathan M;4
Berry Andrew;Mudge Jonathan M;4
Bignell Alexandra;Mudge Jonathan M;3
Davidson Claire;Mudge Jonathan M;4
Donaldson Sarah;Mudge Jonathan M;4
Fatima Reham;Mudge Jonathan M;4
Hardy Matthew;Mudge Jonathan M;4
Hollis Zoe;Mudge Jonathan M;4
Kay Mike;Mudge Jonathan M;4
Mudge Jonathan M;Steed Emily;4
Mudge Jonathan M;Sumathipala Dulika;3
Mudge Jonathan M;Suner Marie-Marthe;4
Mudge Jonathan M;Wass Elizabeth;4
Finn Robert D;Mudge Jonathan M;3
Martin Fergal J;Mudge Jonathan M;4
Frankish Adam;Mudge Jonathan M;4
Diekhans Mark;Paten Benedict;4
Diekhans Mark;Martin Fergal J;3
Diekhans Mark;Frankish Adam;3
Hunt Toby;Martinez Jose Gonzalez;3
Loveland Jane E;Martinez Jose Gonzalez;3
Barnes If;Martinez Jose Gonzalez;3
Bennett Ruth;Martinez Jose Gonzalez;3
Berry Andrew;Martinez Jose Gonzalez;3
Davidson Claire;Martinez Jose Gonzalez;3
Donaldson Sarah;Martinez Jose Gonzalez;3
Fatima Reham;Martinez Jose Gonzalez;3
Hardy Matthew;Martinez Jose Gonzalez;3
Hollis Zoe;Martinez Jose Gonzalez;3
Kay Mike;Martinez Jose Gonzalez;3
Martinez Jose Gonzalez;Steed Emily;3
Martinez Jose Gonzalez;Suner Marie-Marthe;3
Martinez Jose Gonzalez;Wass Elizabeth;3
Finn Robert D;Martinez Jose Gonzalez;3
Martin Fergal J;Martinez Jose Gonzalez;3
Frankish Adam;Martinez Jose Gonzalez;3
Hunt Toby;Loveland Jane E;4
Barnes If;Hunt Toby;4
Bennett Ruth;Hunt Toby;4
Berry Andrew;Hunt Toby;4
Bignell Alexandra;Hunt Toby;3
Davidson Claire;Hunt Toby;4
Donaldson Sarah;Hunt Toby;4
Fatima Reham;Hunt Toby;4
Hardy Matthew;Hunt Toby;4
Hollis Zoe;Hunt Toby;4
Hunt Toby;Kay Mike;4
Hunt Toby;Steed Emily;4
Hunt Toby;Sumathipala Dulika;3
Hunt Toby;Suner Marie-Marthe;4
Hunt Toby;Wass Elizabeth;4
Finn Robert D;Hunt Toby;3
Hunt Toby;Martin Fergal J;4
Frankish Adam;Hunt Toby;4
Barnes If;Loveland Jane E;4
Bennett Ruth;Loveland Jane E;4
Berry Andrew;Loveland Jane E;4
Bignell Alexandra;Loveland Jane E;3
Davidson Claire;Loveland Jane E;4
Donaldson Sarah;Loveland Jane E;4
Fatima Reham;Loveland Jane E;4
Hardy Matthew;Loveland Jane E;4
Hollis Zoe;Loveland Jane E;4
Kay Mike;Loveland Jane E;4
Loveland Jane E;Steed Emily;4
Loveland Jane E;Sumathipala Dulika;3
Loveland Jane E;Suner Marie-Marthe;4
Loveland Jane E;Wass Elizabeth;4
Finn Robert D;Loveland Jane E;3
Loveland Jane E;Martin Fergal J;4
Frankish Adam;Loveland Jane E;4
Barnes If;Bennett Ruth;4
Barnes If;Berry Andrew;4
Barnes If;Bignell Alexandra;3
Barnes If;Davidson Claire;4
Barnes If;Donaldson Sarah;4
Barnes If;Fatima Reham;4
Barnes If;Hardy Matthew;4
Barnes If;Hollis Zoe;4
Barnes If;Kay Mike;4
Barnes If;Steed Emily;4
Barnes If;Sumathipala Dulika;3
Barnes If;Suner Marie-Marthe;4
Barnes If;Wass Elizabeth;4
Barnes If;Finn Robert D;3
Barnes If;Martin Fergal J;4
Barnes If;Frankish Adam;4
Bennett Ruth;Berry Andrew;4
Bennett Ruth;Bignell Alexandra;3
Bennett Ruth;Davidson Claire;4
Bennett Ruth;Donaldson Sarah;4
Bennett Ruth;Fatima Reham;4
Bennett Ruth;Hardy Matthew;4
Bennett Ruth;Hollis Zoe;4
Bennett Ruth;Kay Mike;4
Bennett Ruth;Steed Emily;4
Bennett Ruth;Sumathipala Dulika;3
Bennett Ruth;Suner Marie-Marthe;4
Bennett Ruth;Wass Elizabeth;4
Bennett Ruth;Finn Robert D;3
Bennett Ruth;Martin Fergal J;4
Bennett Ruth;Frankish Adam;4
Berry Andrew;Bignell Alexandra;3
Berry Andrew;Davidson Claire;4
Berry Andrew;Donaldson Sarah;4
Berry Andrew;Fatima Reham;4
Berry Andrew;Hardy Matthew;4
Berry Andrew;Hollis Zoe;4
Berry Andrew;Kay Mike;4
Berry Andrew;Steed Emily;4
Berry Andrew;Sumathipala Dulika;3
Berry Andrew;Suner Marie-Marthe;4
Berry Andrew;Wass Elizabeth;4
Berry Andrew;Finn Robert D;3
Berry Andrew;Martin Fergal J;4
Berry Andrew;Frankish Adam;4
Bignell Alexandra;Davidson Claire;3
Bignell Alexandra;Donaldson Sarah;3
Bignell Alexandra;Fatima Reham;3
Bignell Alexandra;Hardy Matthew;3
Bignell Alexandra;Hollis Zoe;3
Bignell Alexandra;Kay Mike;3
Bignell Alexandra;Steed Emily;3
Bignell Alexandra;Sumathipala Dulika;3
Bignell Alexandra;Suner Marie-Marthe;3
Bignell Alexandra;Wass Elizabeth;3
Bignell Alexandra;Martin Fergal J;3
Bignell Alexandra;Frankish Adam;3
Davidson Claire;Donaldson Sarah;4
Davidson Claire;Fatima Reham;4
Davidson Claire;Hardy Matthew;4
Davidson Claire;Hollis Zoe;4
Davidson Claire;Kay Mike;4
Davidson Claire;Steed Emily;4
Davidson Claire;Sumathipala Dulika;3
Davidson Claire;Suner Marie-Marthe;4
Davidson Claire;Wass Elizabeth;4
Davidson Claire;Finn Robert D;3
Davidson Claire;Martin Fergal J;4
Davidson Claire;Frankish Adam;4
Donaldson Sarah;Fatima Reham;4
Donaldson Sarah;Hardy Matthew;4
Donaldson Sarah;Hollis Zoe;4
Donaldson Sarah;Kay Mike;4
Donaldson Sarah;Steed Emily;4
Donaldson Sarah;Sumathipala Dulika;3
Donaldson Sarah;Suner Marie-Marthe;4
Donaldson Sarah;Wass Elizabeth;4
Donaldson Sarah;Finn Robert D;3
Donaldson Sarah;Martin Fergal J;4
Donaldson Sarah;Frankish Adam;4
Fatima Reham;Hardy Matthew;4
Fatima Reham;Hollis Zoe;4
Fatima Reham;Kay Mike;4
Fatima Reham;Steed Emily;4
Fatima Reham;Sumathipala Dulika;3
