source;target;weight
Le Tuan;Trevanion Stephen J;3
Le Tuan;Winterbottom Andrea;3
Dyer Sarah;Le Tuan;3
Finn Robert D;Le Tuan;3
Le Tuan;Yates Andrew D;3
Mushtaq Aleena;Parker Anne;3
Chakiachvili Marc;Mushtaq Aleena;3
Moore Benjamin;Mushtaq Aleena;3
Mushtaq Aleena;Tate John;3
Mushtaq Aleena;Trevanion Stephen J;3
Mushtaq Aleena;Winterbottom Andrea;3
Dyer Sarah;Mushtaq Aleena;3
Finn Robert D;Mushtaq Aleena;3
Mushtaq Aleena;Yates Andrew D;3
Chakiachvili Marc;Parker Anne;3
Moore Benjamin;Parker Anne;3
Parker Anne;Tate John;3
Parker Anne;Trevanion Stephen J;3
Parker Anne;Winterbottom Andrea;3
Dyer Sarah;Parker Anne;3
Finn Robert D;Parker Anne;3
Parker Anne;Yates Andrew D;3
Giorgetti Stefano;Steed Emily;3
Cunningham Fiona;Steed Emily;3
Giorgetti Stefano;Suner Marie-Marthe;3
Cunningham Fiona;Suner Marie-Marthe;3
Haggerty Leanne;Tricomi Francesca Floriana;3
Frankish Adam;Tricomi Francesca Floriana;3
Martin Fergal J;Tricomi Francesca Floriana;3
Giorgetti Stefano;Wass Elizabeth;3
Cunningham Fiona;Wass Elizabeth;3
Chakiachvili Marc;Moore Benjamin;3
Chakiachvili Marc;Tate John;3
Chakiachvili Marc;Trevanion Stephen J;3
Chakiachvili Marc;Winterbottom Andrea;3
Chakiachvili Marc;Dyer Sarah;3
Chakiachvili Marc;Finn Robert D;3
Chakiachvili Marc;Yates Andrew D;3
Giorgetti Stefano;Loveland Jane E;3
Giorgetti Stefano;Mudge Jonathan M;3
Frankish Adam;Giorgetti Stefano;3
Cunningham Fiona;Giorgetti Stefano;3
Giorgetti Stefano;Martin Fergal J;3
Frankish Adam;Haggerty Leanne;3
Haggerty Leanne;Martin Fergal J;3
Cunningham Fiona;Loveland Jane E;3
Moore Benjamin;Tate John;3
Moore Benjamin;Trevanion Stephen J;3
Moore Benjamin;Winterbottom Andrea;3
Dyer Sarah;Moore Benjamin;3
Finn Robert D;Moore Benjamin;3
Moore Benjamin;Yates Andrew D;3
Cunningham Fiona;Mudge Jonathan M;3
Tate John;Trevanion Stephen J;3
Tate John;Winterbottom Andrea;3
Dyer Sarah;Tate John;3
Finn Robert D;Tate John;3
Tate John;Yates Andrew D;3
Trevanion Stephen J;Winterbottom Andrea;3
Dyer Sarah;Trevanion Stephen J;3
Finn Robert D;Trevanion Stephen J;3
Trevanion Stephen J;Yates Andrew D;3
Dyer Sarah;Winterbottom Andrea;3
Finn Robert D;Winterbottom Andrea;3
Winterbottom Andrea;Yates Andrew D;3
Cunningham Fiona;Frankish Adam;3
Cunningham Fiona;Martin Fergal J;3
Dyer Sarah;Finn Robert D;3
Dyer Sarah;Yates Andrew D;3
Finn Robert D;Yates Andrew D;3
Haussler David;Hickey Glenn;4
Haussler David;Miga Karen H;4
Haussler David;Paten Benedict;7
Lu Kunpeng;Shen Jianghong;3
Liang Shubo;Lu Kunpeng;3
Lu Cheng;Lu Kunpeng;3
Lu Kunpeng;Xiang Zhonghuai;3
Lu Kunpeng;Tong Xiaoling;3
Dai Fangyin;Lu Kunpeng;3
Liang Shubo;Shen Jianghong;3
Lu Cheng;Shen Jianghong;3
Shen Jianghong;Xiang Zhonghuai;3
Shen Jianghong;Tong Xiaoling;3
Dai Fangyin;Shen Jianghong;3
Liang Shubo;Lu Cheng;3
Liang Shubo;Xiang Zhonghuai;3
Liang Shubo;Tong Xiaoling;3
Dai Fangyin;Liang Shubo;3
Lu Cheng;Xiang Zhonghuai;3
Tong Xiaoling;Xiang Zhonghuai;3
Dai Fangyin;Xiang Zhonghuai;3
Irfan Muhammad;Ullah Asad;3
Ahmad Sajjad;Ullah Asad;4
Irfan Muhammad;Khan Saifullah;3
Ahmad Sajjad;Khan Saifullah;3
Ahmad Sajjad;Irfan Muhammad;4
Chan Clara S;Keffer Jessica L;3
Moore Edward R B;Salvà-Serra Francisco;3
Ko So-Ra;Oh Hee-Mock;3
Ahn Chi-Yong;Ko So-Ra;3
Ahn Chi-Yong;Oh Hee-Mock;3
Ullah Nimat;Zaheer Tahreem;3
Ali Amjad;Zaheer Tahreem;4
Ali Amjad;Ullah Nimat;4
Alshammari Abdulrahman;Tahir Ul Qamar Muhammad;3
Jung Hyejung;Park Jungwook;4
Jung Hyejung;Seo Young-Su;4
Park Jungwook;Seo Young-Su;4
Dai Xuelei;Wang Xihong;3
Dai Xuelei;Wang Fei;3
Dai Xuelei;Jiang Yu;3
Wang Fei;Wang Xihong;3
Jiang Yu;Rosen Benjamin D;3
Alharbi Metab;Alshammari Abdulrahman;5
Ji Hanlee P;Lee HoJoon;3
Wang Jing;Zhao Xia;3
Tan Yinling;Zhao Xia;3
Tan Yinling;Wang Jing;3
Brankovics Balázs;van der Lee Theo A J;3
Brankovics Balázs;Jonkheer Eef M;3
Brankovics Balázs;Smit Sandra;3
Lu Wenwei;Pei Zhangming;3
Chen Wei;Pei Zhangming;4
Yang Bo;Zhao Jianxin;3
Chen Wei;Yang Bo;4
Chen Wei;Lu Wenwei;3
Chen Wei;Zhao Jianxin;7
Clermont Olivier;Denamur Erick;3
Dewhirst Floyd E;Mark Welch Jessica L;3
Amas Junrey C;Thomas William J W;3
Amas Junrey C;Edwards David;3
Amas Junrey C;Batley Jacqueline;3
Bayer Philipp E;Tirnaz Soodeh;5
Bayer Philipp E;Thomas William J W;3
Edwards David;Tirnaz Soodeh;6
Batley Jacqueline;Tirnaz Soodeh;6
Chin Chen-Shan;Wagner Justin;3
Chin Chen-Shan;Zook Justin M;3
Vasudevan Karthick;Veeraraghavan Balaji;3
Pei Zhangming;Zhang Hao;3
Chen Wei;Zhang Hao;8
Bickhart Derek M;Smith Timothy P L;4
Bickhart Derek M;Rosen Benjamin D;4
Sun Yang;Wang Jing;3
Li Yan;Wang Jing;3
Wang Jing;Zhang Yong-Jun;3
Kong Xiang-Dong;Wang Jing;3
Jiang Bin;Zhang Yong-Jun;3
Jiang Bin;Kong Xiang-Dong;3
Wang Xu;Zhang Yong-Jun;3
Kong Xiang-Dong;Zhang Yong-Jun;4
Fu Weiwei;Li Ran;3
Fu Weiwei;Wang Xihong;4
Fu Weiwei;Jiang Yu;4
Jiang Yu;Yang Peng;3
Ahmed Omar;Langmead Ben;3
Chen Yongming;Guo Weilong;3
Corander Jukka;Parkhill Julian;4
Crysnanto Danang;Leonard Alexander S;3
Crysnanto Danang;Pausch Hubert;4
Asri Mobin;Fulton Robert S;3
Asri Mobin;Howe Kerstin;3
Asri Mobin;Schneider Valerie A;3
Asri Mobin;Chaisson Mark J P;3
Asri Mobin;Phillippy Adam M;3
Asri Mobin;Eichler Evan E;3
Asri Mobin;Haussler David;3
Asri Mobin;Wang Ting;3
Asri Mobin;Jarvis Erich D;3
Asri Mobin;Miga Karen H;3
Asri Mobin;Marschall Tobias;3
Asri Mobin;Li Heng;3
Ebler Jana;Monlong Jean;3
Ebler Jana;Eizenga Jordan M;3
Ebler Jana;Garg Shilpa;3
Ebler Jana;Novak Adam M;4
Ebler Jana;Sibbesen Jonas A;3
Ebler Jana;Garrison Erik;3
Garg Shilpa;Hickey Glenn;3
Heumos Simon;Hickey Glenn;3
Hickey Glenn;Sibbesen Jonas A;5
Monlong Jean;Sibbesen Jonas A;4
Marschall Tobias;Monlong Jean;3
Eizenga Jordan M;Heumos Simon;3
Eizenga Jordan M;Sibbesen Jonas A;4
Eizenga Jordan M;Garrison Erik;5
Eizenga Jordan M;Marschall Tobias;3
Fulton Robert S;Howe Kerstin;3
Fulton Robert S;Schneider Valerie A;3
Chaisson Mark J P;Fulton Robert S;3
Fulton Robert S;Phillippy Adam M;3
Eichler Evan E;Fulton Robert S;3
Fulton Robert S;Haussler David;3
Fulton Robert S;Wang Ting;3
Fulton Robert S;Jarvis Erich D;3
Fulton Robert S;Miga Karen H;3
Fulton Robert S;Marschall Tobias;3
Fulton Robert S;Li Heng;3
Fulton Robert S;Paten Benedict;3
Garg Shilpa;Novak Adam M;3
Garg Shilpa;Sibbesen Jonas A;3
Garg Shilpa;Rautiainen Mikko;3
Garg Shilpa;Wagner Justin;3
Garg Shilpa;Zook Justin M;3
Garg Shilpa;Garrison Erik;4
Garg Shilpa;Marschall Tobias;4
Garg Shilpa;Paten Benedict;4
Guarracino Andrea;Koren Sergey;3
Guarracino Andrea;Rhie Arang;3
Guarracino Andrea;Phillippy Adam M;3
Heumos Simon;Novak Adam M;3
Heumos Simon;Paten Benedict;3
Fedrigo Olivier;Howe Kerstin;3
Formenti Giulio;Howe Kerstin;3
Howe Kerstin;Rhie Arang;3
Howe Kerstin;Schneider Valerie A;3
Chaisson Mark J P;Howe Kerstin;3
Howe Kerstin;Phillippy Adam M;3
Eichler Evan E;Howe Kerstin;3
Haussler David;Howe Kerstin;3
Howe Kerstin;Wang Ting;3
Howe Kerstin;Jarvis Erich D;4
Howe Kerstin;Miga Karen H;3
Howe Kerstin;Marschall Tobias;3
Howe Kerstin;Li Heng;3
Howe Kerstin;Paten Benedict;3
Chaisson Mark J P;Lu Tsung-Yu;3
Carroll Andrew;Markello Charles;3
Chang Pi-Chuan;Markello Charles;3
Haussler David;Markello Charles;3
Markello Charles;Paten Benedict;3
Flicek Paul;Martin Fergal J;3
Novak Adam M;Sibbesen Jonas A;6
Novak Adam M;Rautiainen Mikko;3
Haussler David;Novak Adam M;3
Marschall Tobias;Novak Adam M;5
Li Heng;Novak Adam M;3
Porubsky David;Vollger Mitchell R;3
Porubsky David;Rhie Arang;3
Porubsky David;Sanders Ashley D;3
Sibbesen Jonas A;Sirén Jouni;5
Rautiainen Mikko;Sibbesen Jonas A;3
Garrison Erik;Sibbesen Jonas A;6
Marschall Tobias;Sibbesen Jonas A;3
Paten Benedict;Sibbesen Jonas A;6
Garrison Erik;Sirén Jouni;5
Ebert Peter;Vollger Mitchell R;3
Korbel Jan O;Vollger Mitchell R;3
Sanders Ashley D;Vollger Mitchell R;3
Eichler Evan E;Vollger Mitchell R;3
Marschall Tobias;Vollger Mitchell R;3
Paten Benedict;Vollger Mitchell R;3
Carroll Andrew;Haussler David;3
Chang Pi-Chuan;Haussler David;3
Ebert Peter;Sanders Ashley D;3
Fedrigo Olivier;Rhie Arang;3
Formenti Giulio;Rhie Arang;3
Flicek Paul;Frankish Adam;3
Flicek Paul;Hourlier Thibaut;3
Korbel Jan O;Sanders Ashley D;3
Koren Sergey;Rhie Arang;4
Garrison Erik;Koren Sergey;3
Puiu Daniela;Zimin Aleksey V;3
Garrison Erik;Rautiainen Mikko;3
Phillippy Adam M;Rhie Arang;4
Eichler Evan E;Rhie Arang;3
Jarvis Erich D;Rhie Arang;3
Garrison Erik;Rhie Arang;3
Eichler Evan E;Sanders Ashley D;3
Marschall Tobias;Sanders Ashley D;3
Paten Benedict;Sanders Ashley D;3
Chaisson Mark J P;Schneider Valerie A;3
Phillippy Adam M;Schneider Valerie A;3
Eichler Evan E;Schneider Valerie A;3
Haussler David;Schneider Valerie A;3
Schneider Valerie A;Wang Ting;3
Jarvis Erich D;Schneider Valerie A;3
Miga Karen H;Schneider Valerie A;3
Marschall Tobias;Schneider Valerie A;3
Li Heng;Schneider Valerie A;3
Paten Benedict;Schneider Valerie A;3
Garrison Erik;Wagner Justin;3
Marschall Tobias;Wagner Justin;3
Paten Benedict;Wagner Justin;3
Chaisson Mark J P;Haussler David;3
Chaisson Mark J P;Wang Ting;3
Chaisson Mark J P;Jarvis Erich D;3
Chaisson Mark J P;Miga Karen H;3
Flicek Paul;Paten Benedict;3
Haussler David;Phillippy Adam M;3
Phillippy Adam M;Wang Ting;3
Jarvis Erich D;Phillippy Adam M;3
Miga Karen H;Phillippy Adam M;3
Garrison Erik;Phillippy Adam M;3
Garrison Erik;Zook Justin M;3
Marschall Tobias;Zook Justin M;3
Paten Benedict;Zook Justin M;3
Eichler Evan E;Haussler David;3
Eichler Evan E;Wang Ting;3
Eichler Evan E;Jarvis Erich D;3
Eichler Evan E;Miga Karen H;3
Haussler David;Wang Ting;3
Haussler David;Jarvis Erich D;3
Garrison Erik;Haussler David;3
Haussler David;Marschall Tobias;3
Haussler David;Li Heng;3
Jarvis Erich D;Wang Ting;3
Miga Karen H;Wang Ting;4
Marschall Tobias;Wang Ting;3
Li Heng;Wang Ting;3
Paten Benedict;Wang Ting;3
Jarvis Erich D;Miga Karen H;3
Jarvis Erich D;Marschall Tobias;3
Jarvis Erich D;Li Heng;3
Jarvis Erich D;Paten Benedict;3
Marschall Tobias;Miga Karen H;3
Li Heng;Miga Karen H;3
Aburjaile Flávia;Azevedo Vasco;3
Coque Teresa M;Lanza Val F;5
Kant Ravi;Paulin Lars;4
Kant Ravi;Sironen Tarja;3
Fei Zhangjun;Huang Sanwen;4
Huang Sanwen;Li Hongbo;3
Fei Zhangjun;Li Hongbo;3
Li Jing;Shi Jianxin;3
Li Jing;Zhang Dabing;3
Shi Jianxin;Zhang Dabing;3
Chebotarov Dmytro;Zhou Yong;3
Wing Rod A;Zhou Yong;3
Zhang Jianwei;Zhou Yong;3
Chebotarov Dmytro;Mauleon Ramil;3
Chebotarov Dmytro;Wing Rod A;4
Chebotarov Dmytro;Zhang Jianwei;4
Mauleon Ramil;Wing Rod A;3
Mauleon Ramil;Zhang Jianwei;3
Wing Rod A;Zhang Jianwei;4
AbuOun Manal;Chau Kevin K;3
Barker Leanne;Chau Kevin K;3
Chau Kevin K;Kavanagh James;3
Chau Kevin K;Crook Derrick W;3
Chau Kevin K;Read Daniel S;3
Chau Kevin K;Shaw Liam P;3
Chau Kevin K;Stoesser Nicole;3
AbuOun Manal;Barker Leanne;3
AbuOun Manal;Kavanagh James;3
AbuOun Manal;Crook Derrick W;3
AbuOun Manal;Read Daniel S;3
AbuOun Manal;Shaw Liam P;3
AbuOun Manal;Stoesser Nicole;3
Barker Leanne;Kavanagh James;3
Barker Leanne;Crook Derrick W;3
Barker Leanne;Read Daniel S;3
Barker Leanne;Shaw Liam P;3
Barker Leanne;Stoesser Nicole;3
Crook Derrick W;Kavanagh James;3
Kavanagh James;Read Daniel S;3
Kavanagh James;Shaw Liam P;3
Kavanagh James;Stoesser Nicole;3
Crook Derrick W;Read Daniel S;3
Crook Derrick W;Shaw Liam P;3
Crook Derrick W;Stoesser Nicole;3
Read Daniel S;Shaw Liam P;3
Read Daniel S;Stoesser Nicole;3
Klockgether Jens;Tümmler Burkhard;5
Wang Zhuohao;Zheng Xiangkuan;4
Liu Yuqing;Zheng Xiangkuan;4
Liu Yuqing;Wang Zhuohao;4
Wang Zhuohao;Zhang Wei;7
Liu Yuqing;Zhang Wei;4
Azevedo Vasco;Profeta Rodrigo;3
Sintchenko Vitali;Wang Qinning;3
Haugen Peik;Sonnenberg Cecilie Bækkedal;3
Kim Eiseul;Kim Hae-Yeong;12
Hill Colin;O'Connor Paula M;3
O'Connor Paula M;Ross R Paul;3
Ross R Paul;Stanton Catherine;3
Hill Colin;Ross R Paul;3
Rai Anusha;Sasikala Chintalapati;3
Cummins Elizabeth A;Hall Rebecca J;3
Cummins Elizabeth A;McInerney James O;3
Cummins Elizabeth A;McNally Alan;4
Hall Rebecca J;McInerney James O;4
Hall Rebecca J;McNally Alan;3
McInerney James O;McNally Alan;3
Pan Yu;Zeng Zhenling;3
Biet Franck;Conde Cyril;3
Pedrosa-Silva Francisnei;Venancio Thiago M;4
Brenig Bertram;Góes-Neto Aristóteles;3
Chang Xian;Sibbesen Jonas A;4
Chang Xian;Garrison Erik;4
Lai Qiliang;Shao Zongze;3
Karthik Kumaragurubaran;Sridhar Ramaswamy;3
Anbazhagan Subbaiyan;Sridhar Ramaswamy;3
Ardanuy Carmen;Carrera-Salinas Anna;3
Basharat Zarrin;Jalal Khurshid;5
Basharat Zarrin;Khan Kanwal;5
Ramana Chintalapati Venkata;Sasikala Chintalapati;3
Azevedo Vasco;Tiwari Sandeep;4
Azevedo Vasco;Ramos Rommel T J;5
Guo Genglin;Wang Zhuohao;5
Han Xiangan;Wang Zhuohao;3
Guo Genglin;Zheng Xiangkuan;3
Han Xiangan;Zheng Xiangkuan;3
Guo Genglin;Yu Yanfei;3
Guo Genglin;Han Xiangan;3
Guo Genglin;Liu Yuqing;3
Guo Genglin;Zhang Wei;6
Yu Yanfei;Zhang Wei;3
Han Xiangan;Liu Yuqing;3
Han Xiangan;Zhang Wei;3
Fournier Pierre-Edouard;Raoult Didier;5
Ramos Rommel T J;Silva Artur;5
Ramos Rommel T J;Soares Siomar C;3
Silva Artur;Soares Siomar C;5
Azevedo Vasco;Silva Artur;8
Azevedo Vasco;Góes-Neto Aristóteles;3
Azevedo Vasco;Soares Siomar C;6
Flicek Paul;Ruffier Magali;3
Hurtado Raquel;Morais-Rodrigues Francielly;3
Azevedo Vasco;Hurtado Raquel;5
Azevedo Vasco;Morais-Rodrigues Francielly;3
Ahmad Sajjad;Ismail Saba;4
Lin Xi;Lu Junwan;3
Li Kewei;Lu Junwan;3
Bao Qiyu;Lu Junwan;3
Li Kewei;Lin Xi;3
Bao Qiyu;Lin Xi;3
Bao Qiyu;Li Kewei;3
Calland Jessica K;Mourkas Evangelos;3
Calland Jessica K;Sheppard Samuel K;3
Calland Jessica K;Pascoe Ben;3
Hitchings Matthew D;Mourkas Evangelos;3
Mourkas Evangelos;Sheppard Samuel K;4
Mourkas Evangelos;Pascoe Ben;4
Hitchings Matthew D;Sheppard Samuel K;3
Hitchings Matthew D;Pascoe Ben;3
Pascoe Ben;Sheppard Samuel K;9
Edwards David;Zhang Yueqi;3
Batley Jacqueline;Zhang Yueqi;3
Palsson Bernhard O;Seif Yara;6
Puiu Daniela;Salzberg Steven L;4
Phillippy Adam M;Salzberg Steven L;3
Kim Eiseul;Yang Seung-Min;11
Kim Hae-Yeong;Yang Seung-Min;11
Zhang Yadong;Zhang Zhewen;3
Xiao Jingfa;Zhang Yadong;4
Liu Yucheng;Tian Zhixi;4
Ahmad Sajjad;Tahir Ul Qamar Muhammad;3
Barh Debmalya;Hurtado Raquel;3
Hurtado Raquel;Viana Marcus Vinicius Canário;3
Azevedo Vasco;Barh Debmalya;4
Azevedo Vasco;Viana Marcus Vinicius Canário;3
Li Jing;Lu Jinyuan;3
Lu Jinyuan;Wei Chaochun;5
Li Jing;Wei Chaochun;3
Yang Bo;Zhang Hao;3
Bunk Boyke;Spröer Cathrin;3
Chen Ling-Ling;Xie Wen-Zhao;3
Westh Henrik;Worning Peder;5
Bayer Philipp E;Petereit Jakob;5
Batley Jacqueline;Petereit Jakob;6
Edwards David;Petereit Jakob;6
Liu Kede;Song Jia-Ming;3
Allemailem Khaled S;Alrumaihi Faris;3
Allemailem Khaled S;Almatroudi Ahmad;3
Contreras-Moreira Bruno;Vinuesa Pablo;5
Marsh Jacob I;Tay Fernandez Cassandria G;3
Bayer Philipp E;Marsh Jacob I;5
Aba Alkhayl Faris F;Almatroudi Ahmad;3
Guillier Laurent;Palma Federica;3
Guillier Laurent;Radomski Nicolas;3
Zhang Hao;Zhao Jianxin;6
Stoye Jens;Wittler Roland;4
Bayer Philipp E;Danilevicz Monica F;3
Huang Zhenzhou;Wei Qiang;3
Wei Qiang;Xiao Yue;3
Wei Qiang;Yu Keyi;3
Wang Duochun;Wei Qiang;3
Alotaibi Ghallab;Khan Kanwal;3
Alotaibi Ghallab;Jalal Khurshid;3
Ferrés Ignacio;Iraola Gregorio;5
Perrin Amandine;Rocha Eduardo P C;4
Chang Xian;Marschall Tobias;3
Cai Xu;Lin Runmao;3
Cai Xu;Liang Jianli;3
Cai Xu;Wang Xiaowu;3
Cai Xu;Wu Jian;3
Liang Jianli;Lin Runmao;3
Lin Runmao;Wang Xiaowu;3
Lin Runmao;Wu Jian;3
Liang Jianli;Wang Xiaowu;3
Liang Jianli;Wu Jian;3
Kim Dayoung;Kim Eiseul;3
Kim Dayoung;Yang Seung-Min;3
Kim Dayoung;Kim Hae-Yeong;3
Tian Xiaomeng;Wang Xihong;3
Fu Weiwei;Tian Xiaomeng;3
Jiang Yu;Tian Xiaomeng;3
Maistrenko Oleksandr M;Schmidt Thomas S B;3
Bork Peer;Maistrenko Oleksandr M;3
Bork Peer;Schmidt Thomas S B;3
Danilevicz Monica Furaste;Edwards David;3
Pang Rui;Xue Liang;5
Gu Qihui;Xue Liang;4
Ding Yu;Xue Liang;6
Wu Qingping;Xue Liang;6
Chen Moutong;Xue Liang;5
Xue Liang;Zhang Jumei;6
Bowden Rory;Corander Jukka;3
Ahmad Diyar;Basharat Zarrin;3
Basharat Zarrin;Hayat Ajmal;3
Ahmad Diyar;Khan Kanwal;3
Hayat Ajmal;Khan Kanwal;3
Ahmad Diyar;Jalal Khurshid;3
Hayat Ajmal;Jalal Khurshid;3
Ahmad Diyar;Hayat Ajmal;3
He Zhonghu;Rasheed Awais;3
Ware Doreen;Wei Sharon;3
Wang Juan;Xue Liang;4
Xue Liang;Ye Qinghua;4
Wu Shi;Xue Liang;3
Batley Jacqueline;Varshney Rajeev K;3
Batley Jacqueline;Golicz Agnieszka A;11
Golicz Agnieszka A;Varshney Rajeev K;3
Bazin Adelme;Gautreau Guillaume;4
Gachet Mathieu;Gautreau Guillaume;3
Gautreau Guillaume;Planel Rémi;4
Burlot Laura;Gautreau Guillaume;3
Dubois Mathieu;Gautreau Guillaume;3
Gautreau Guillaume;Médigue Claudine;5
Calteau Alexandra;Gautreau Guillaume;5
Cruveiller Stéphane;Gautreau Guillaume;3
Gautreau Guillaume;Vallenet David;5
Bazin Adelme;Planel Rémi;3
Bazin Adelme;Burlot Laura;3
Bazin Adelme;Dubois Mathieu;3
Bazin Adelme;Médigue Claudine;4
Bazin Adelme;Calteau Alexandra;4
Bazin Adelme;Vallenet David;4
Gachet Mathieu;Planel Rémi;3
Gachet Mathieu;Médigue Claudine;3
Calteau Alexandra;Gachet Mathieu;3
Cruveiller Stéphane;Gachet Mathieu;3
Gachet Mathieu;Vallenet David;3
Burlot Laura;Planel Rémi;3
Dubois Mathieu;Planel Rémi;3
Médigue Claudine;Planel Rémi;4
Calteau Alexandra;Planel Rémi;4
Cruveiller Stéphane;Planel Rémi;3
Planel Rémi;Vallenet David;4
Burlot Laura;Dubois Mathieu;3
Burlot Laura;Médigue Claudine;3
Burlot Laura;Calteau Alexandra;3
Burlot Laura;Vallenet David;3
Dubois Mathieu;Médigue Claudine;3
Calteau Alexandra;Dubois Mathieu;3
Dubois Mathieu;Vallenet David;3
Calteau Alexandra;Médigue Claudine;6
Cruveiller Stéphane;Médigue Claudine;3
Médigue Claudine;Vallenet David;6
Calteau Alexandra;Cruveiller Stéphane;3
Calteau Alexandra;Vallenet David;5
Cruveiller Stéphane;Vallenet David;3
Liu Xin;Yang Huanming;4
Liu Xin;Wang Jian;3
Liu Xin;Xu Xun;3
Cooper Kerry K;Huynh Steven;3
Huynh Steven;Parker Craig T;3
Cooper Kerry K;Parker Craig T;3
Gao Feng;Wang Dan;3
Baquero Fernando;Coque Teresa M;3
Baquero Fernando;Lanza Val F;3
Kim Donghyuk;Ko Seyoung;3
Bansal Kanika;Kumar Sanjeet;3
Bansal Kanika;Patil Prabhu B;3
Kumar Sanjeet;Patil Prabhu B;4
Awan Furqan;Liu Yongjie;3
Kumar Sanjeet;Midha Samriti;3
Midha Samriti;Patil Prabhu B;3
Bayliss Sion C;Sheppard Samuel K;4
Mäkinen Veli;Valenzuela Daniel;3
Awan Furqan;Zeng Zhenling;3
Bayer Philipp E;Lee HueyTyng;3
Bayer Philipp E;King Graham J;3
Bayer Philipp E;Pires J Chris;3
Bayer Philipp E;Chalhoub Boulos;3
Golicz Agnieszka A;Lee HueyTyng;3
Golicz Agnieszka A;King Graham J;3
Golicz Agnieszka A;Pires J Chris;3
Chalhoub Boulos;Golicz Agnieszka A;3
Batley Jacqueline;Yuan Yuxuan;3
Batley Jacqueline;Lee HueyTyng;3
Edwards David;Lee HueyTyng;3
Chalhoub Boulos;King Graham J;3
Batley Jacqueline;King Graham J;3
Edwards David;King Graham J;3
Batley Jacqueline;Pires J Chris;3
Edwards David;Pires J Chris;3
Batley Jacqueline;Chalhoub Boulos;3
Chalhoub Boulos;Edwards David;3
Sidhu Chandni;Verma Dipesh Kumar;3
Prasad Senthil E;Verma Dipesh Kumar;3
Thakur Krishan Gopal;Verma Dipesh Kumar;3
Prasad Senthil E;Sidhu Chandni;3
Sidhu Chandni;Thakur Krishan Gopal;3
Prasad Senthil E;Thakur Krishan Gopal;3
Grimwood Jane;Plott Christopher;3
Plott Christopher;Schmutz Jeremy;3
Bao Qiyu;Xu Teng;3
Fraqueza Maria J;Lawal Opeyemi U;3
Lawal Opeyemi U;Worning Peder;3
Bartels Mette D;Lawal Opeyemi U;3
Lawal Opeyemi U;Paixão Paulo;3
Lawal Opeyemi U;Toscano Cristina;3
Empel Joanna;Lawal Opeyemi U;3
Lawal Opeyemi U;Westh Henrik;3
Lawal Opeyemi U;de Lencastre Hermínia;3
Lawal Opeyemi U;Miragaia Maria;3
Fraqueza Maria J;Worning Peder;3
Bartels Mette D;Fraqueza Maria J;3
Fraqueza Maria J;Paixão Paulo;3
Fraqueza Maria J;Toscano Cristina;3
Empel Joanna;Fraqueza Maria J;3
Fraqueza Maria J;Westh Henrik;3
Fraqueza Maria J;de Lencastre Hermínia;3
Fraqueza Maria J;Miragaia Maria;3
Bartels Mette D;Worning Peder;3
Paixão Paulo;Worning Peder;3
Toscano Cristina;Worning Peder;3
Empel Joanna;Worning Peder;3
Worning Peder;de Lencastre Hermínia;3
Miragaia Maria;Worning Peder;3
Bartels Mette D;Paixão Paulo;3
Bartels Mette D;Toscano Cristina;3
Bartels Mette D;Empel Joanna;3
Bartels Mette D;Westh Henrik;3
Bartels Mette D;de Lencastre Hermínia;3
Bartels Mette D;Miragaia Maria;3
Paixão Paulo;Toscano Cristina;3
Empel Joanna;Paixão Paulo;3
Paixão Paulo;Westh Henrik;3
Paixão Paulo;de Lencastre Hermínia;3
Miragaia Maria;Paixão Paulo;3
Empel Joanna;Toscano Cristina;3
Toscano Cristina;Westh Henrik;3
Toscano Cristina;de Lencastre Hermínia;3
Miragaia Maria;Toscano Cristina;3
Empel Joanna;Westh Henrik;3
Empel Joanna;de Lencastre Hermínia;3
Empel Joanna;Miragaia Maria;3
Westh Henrik;de Lencastre Hermínia;3
Miragaia Maria;Westh Henrik;3
Miragaia Maria;de Lencastre Hermínia;5
Aherfi Sarah;La Scola Bernard;5
Aherfi Sarah;Colson Philippe;5
La Scola Bernard;Levasseur Anthony;5
Colson Philippe;Levasseur Anthony;3
Colson Philippe;La Scola Bernard;9
Erickson David L;Meng Jianghong;5
Azevedo Vasco;Ghosh Preetam;3
Azevedo Vasco;Ramos Rommel;3
Lojkowska Ewa;Motyka-Pomagruk Agata;3
Wang Lusheng;Zhong Chaofang;3
Ning Kang;Wang Lusheng;4
Li Fan;Xue Liang;3
Qian Chengqian;Yuan Chao;3
Qian Chengqian;Zhang Si;3
Yuan Chao;Zhang Si;4
Yin Zhiqiu;Yuan Chao;4
Du Yuhui;Yuan Chao;3
Yin Zhiqiu;Zhang Si;4
Du Yuhui;Zhang Si;3
Chen Zhao;Erickson David L;4
Chen Zhao;Meng Jianghong;4
Pucker Boas;Weisshaar Bernd;3
Koonin Eugene V;Makarova Kira S;3
Makarova Kira S;Wolf Yuri I;3
Mageiros Leonardos;Méric Guillaume;5
Mageiros Leonardos;Pascoe Ben;5
Mageiros Leonardos;Yahara Koji;4
Feil Edward J;Mageiros Leonardos;3
Jolley Keith A;Mageiros Leonardos;4
Corander Jukka;Mageiros Leonardos;3
Mageiros Leonardos;Sheppard Samuel K;5
Méric Guillaume;Pascoe Ben;6
Méric Guillaume;Yahara Koji;4
